world_size, PING_PONG_LIMIT, DUP, CT, absErrorBound, BER, compression ratio, time, gosa, resent, resent ratio
2, 10000, 1, 0, 1.000000e-06, 1.000000e-06, inf, 0.017541, 0.000000, 0, 0.000000
2, 10000, 1, 0, 1.000000e-06, 1.000000e-06, inf, 0.016273, 0.000000, 0, 0.000000
2, 10000, 1, 0, 1.000000e-06, 1.000000e-06, inf, 0.016574, 0.000000, 0, 0.000000
2, 10000, 1, 0, 1.000000e-06, 1.000000e-06, inf, 0.091264, 0.000000, 0, 0.000000
